,L32001,L32002,L32005,L32003,L32004,L32006,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32008,A32009,A32010,A32011,A32012,A32013,A32017,A32019,A32022,A32023,A32025,A32026,A32028,A32030,A32031,A32033,A32035,A32036,A32039,A32040,A32041,A32042,A32044,A32045,A32049,A32050,A32051,A32052,A32053,B32002,B32003,B32004,B32005,B32006,B32007,B32008,B32010,B32013,B32014,B32015,B32017,B32018,B32020,B32021,B32022,B32023,B32026,B32027,B32028,B32029,B32031,B32032,B32033,B32034,B32035,B32036,B32037,B32055,B32056,B32058,B32059,B32060,B32061,C32000,C32001,C32003,C32004,C32005,C32006,C32007,C32008,C32009,C32013,C32014,C32016,C32017,C32020,C32021,C32022,C32023,C32024,C32025,C32027,C32028,C32029,C32030,C32032,C32033,C32034,C32035,C32036,C32037,C32038,C32040,C32041,C32043,C32044,C32045,C32046,C32047,C32048,C32050,C32051,C32052,C32053,C32055,C32056,C32057,C32059,C32060,C32061,C32062,C32063,C32064,C32066,C32077,C32079,C32085,C32086,C32087,C32089,C32090,C32091,C32092,C32093,C32094,C32099,C32102,C32103,C32104,C32105,C32106,D32000,D32001,D32002,D32005,D32006,D32007,D32008,D32009,D32010,D32011,D32013,D32014,D32015,D32016,D32017,D32018,D32019,D32020,D32021,D32022,D32023,D32024,D32028,D32029,D32031,D32032,D32033,D32034,D32035,D32036,D32037,D32038,D32039,D32040,D32041,D32042,D32043,D32045,D32046,D32048,D32049,D32052,D32053,D32054,D32057,E32001,E32003,E32004,E32005,E32006,E32007,E32009,E32010,E32011,E32012,B32062,E32013,E32014,B32063,B32064,C32107,D32059,D32060,A32056,D32061,A32032,A32057,C32108,C32110,C23109,C32111,Z32999,Z32997,C32112,C32113,E32015,E32016,E32017,A32058,D32004,D32047,E32008,D32058,A32047,C32101,D32012,B32012,B32016,C32083,C32084,C32088,C32081,C32095,C32096,C32078,C32080,C32100,C32012,C32067,C32010,C32058,A32029,A32055,A32034,A32037,A32043,A32048,B32000,B32025,B32030,B32057,C23045,C32002,C32018,C32019,C32031,C32039,C32042,C32049,C32065,D32026,D32050,A32054,C32015,A32046,K32001,K32002,K32003,K32004,K32005,K32006,K32007,K32008,K32009,K32010,K32012,K32011,K32015,K32017,M32002,M32003,M32004,M32005,M32006,M32007,M32009,M32011,M32012,M32013,M32014,M32016,M32017,M32018,M32019,M32020,M32021,M32022,M32023,M32024,M32025,M32026,M32027,M32029,M32030,M32031,M32032,M32033,M32034,M32035,M32036,M32037,M32038,M32039,M32040,M32041,M32042,M32043,M32044,M32045,M32046,M32047,M32048,M32049,M32050,M32051,M32052,M32053,M32054,M32055,M32056,M32057,M32058,M32059,M32060,M32061,M32062,M32063,M32064,M32065,M32066,M32067,M32068,M32069,M32070,M32071,M32072,M32073,M32074,M32075,M32076,M32077,M32078,M32079,M32080,M32081,M32082,M32083,M32084,M32085,M32086,M32087,M32088,Z32998,M32089,M32090,M32091,M32001,H32001,H32002,H32003,H32004,H32005,H32006,V32001,V32003,V32004,V32005,V32006,V32007,V32008,V32011,V32012,V32013,V32015,V32016,V32009,G32001,G32002,G32003,V32014,F32001,F32002,F32003,F32006,F32004,F32005,ZZ32996,F32007,F32008,N32000,N32001,N32002,N32003,N32005,N32008,N32009,N32010,N32011,N32012,N32013,N32014,N32015,N32018,N32006,R32006,R32007,R32002,R32001,T32001,T32002,T32003,T32004,T32005,T32006,T32007,T32008,T32009,T32011,T32010,T32012,T32013,T32014,T32015,T32017,T32016,T32018,S32001,S32002,S32003,S32004,S32005,S32006,S32007,S32008,S32009,S32010,S32011,S32013,S32014,S32015,S32016,S32017,S32018,S32019,S32052,S32021,S32022,S32023,S32034,S32035,S32036,S32037,S32038,S32039,S32040,S32041,S32046,S32047,S32048,S32050,S32053,S32054,W32001,W32002,W32004,W32005,W32006,W32007,F32009,M32092,TBD - upcoming install,TBD - upcoming install,TBD - upcoming install,TBD - upcoming install,TBD - upcoming install,TBD - upcoming install
L32001,,1269.466,2279.787,1469.4329999999995,1557.933,494.20399999999995,12288.898999999998,9296.164999999999,9794.829999999996,9310.271999999997,11040.709999999995,8412.328000000001,7653.789000000001,9792.682999999997,11403.587000000007,11940.908999999992,7744.016,9999.840999999997,11203.900999999996,9952.463000000002,7446.715,8609.955,9039.262999999997,9627.739999999996,11612.415999999996,14011.932999999997,13294.594,13268.46,13513.631999999998,14884.144999999997,13247.143999999997,14552.149999999996,8003.407,12919.236999999996,11678.092999999993,13561.428999999998,8803.051000000001,13153.310999999998,14225.677,13538.064999999997,6876.603,10223.657999999998,11672.361000000003,11098.705999999995,11288.948999999997,10511.385000000002,10733.309999999996,12308.383999999996,11085.809999999992,10304.359000000004,11699.979,12730.154999999995,10463.629999999996,12446.546,10132.575000000004,10449.195999999998,11231.077999999996,13823.339000000004,13490.014000000005,12055.563000000004,14181.630000000003,15149.184000000003,15019.462999999996,15444.606999999996,11229.837999999992,11522.836999999994,10721.202999999998,10996.838,11708.933,10298.981000000003,12849.061999999996,10916.355999999994,10234.798999999999,12042.024999999996,9791.604999999998,10825.101999999992,11660.142999999996,12278.941999999997,11138.544000000005,10977.104000000003,11779.628,11842.088000000007,10809.170000000006,10566.024000000003,12821.057999999994,14893.153999999999,16005.197000000002,13914.855999999996,14586.606999999993,14042.137999999997,13504.759999999997,12942.908,15352.32699999999,12908.453999999989,11864.487999999996,14862.199999999993,13137.484999999991,13352.090999999995,15520.936,12909.767999999995,15356.406000000003,12143.929999999997,12222.257999999996,11860.228999999998,15563.254000000004,17290.963000000007,18443.042999999998,16292.418000000001,16550.337999999996,18836.668,19857.818000000003,17741.432999999994,17457.543999999994,16657.93,18514.367,15496.795999999991,14505.041999999996,13003.370999999994,17624.690000000002,11301.150000000001,11949.359999999995,17841.396999999994,11467.007000000007,12326.573000000008,17884.302,10734.694000000003,14497.634,17197.081,11244.987000000005,18256.744999999988,17843.971000000005,18397.983000000007,18947.833000000006,16218.159999999998,15235.603000000001,13390.58699999999,17505.036999999997,12209.983000000007,17500.910999999996,16516.628,14520.272999999994,18852.96899999999,20765.80899999999,17621.802,19367.284999999993,10171.458000000006,8466.751000000002,12057.098000000009,10953.411000000006,10980.598999999997,11153.116,11370.800999999996,10865.852999999997,10617.629999999996,11378.636999999997,11271.689,11090.347,11897.677999999993,10337.792000000001,10479.243000000002,13022.147999999992,11546.624000000002,9135.973999999997,9738.813999999997,13564.418999999998,10059.966999999997,10274.640000000001,9467.577000000003,9777.323000000002,9671.277000000002,10067.523999999998,10461.797000000002,9808.634000000004,9658.953,8341.844,9087.821,9210.370999999997,9892.100999999993,15286.586999999994,14153.671999999997,11349.141999999998,11958.084999999997,11048.892000000005,10765.059000000005,11619.014000000001,11402.893999999997,15086.215999999999,,9936.804000000002,10693.971999999996,14632.505,13354.638,14023.289999999995,14854.442999999994,13414.822999999997,12458.547999999997,17556.757999999994,15570.381999999998,13790.772999999996,13851.280999999997,11169.561000000002,20943.464999999986,20027.51199999999,11802.056999999995,12096.175999999996,12389.368999999997,11664.128,8375.358999999997,11272.536999999993,11439.682,13103.080999999996,13682.111,15986.978000000001,16963.317000000006,18905.529999999995,15687.905000000004,19573.88,11337.445000000002,14097.795000000002,15085.260000000002,8428.298999999999,9825.049999999997,19715.845999999998,11229.837999999992,11314.880999999992,11045.189000000006,14274.964999999997,9390.353999999996,11272.692,18884.676999999992,11486.970999999994,10860.684000000005,9626.427000000003,18784.186,18210.632,19698.751000000004,18415.733999999993,17775.081000000006,16923.43799999999,16796.629999999994,17492.519999999993,19965.443999999992,13792.414999999997,11948.270999999995,12105.390999999992,11635.222000000007,14001.292999999996,13285.593999999997,12859.883999999998,10464.124000000002,7971.263000000001,12358.132999999998,10356.907000000005,13842.831999999997,13185.562000000004,13878.925,18654.73999999999,11997.163000000006,13815.86,14245.577999999994,14370.778000000002,16702.742000000006,16245.592000000004,17799.573000000008,17311.595999999998,9495.996999999994,10104.505000000003,14145.773999999996,13043.957999999997,10024.797999999995,10802.18,11408.182000000003,11506.334,10014.984,11805.568999999994,10043.945999999996,9883.483999999999,12036.984999999993,12445.886999999993,12732.094999999992,10945.508999999998,11515.835000000003,10220.491999999998,10354.496,7796.673000000002,8615.517000000002,8613.678000000002,8219.778000000002,8756.406000000003,7212.811000000002,8050.0250000000015,7845.7040000000015,7630.349000000002,6636.714999999998,7420.237000000001,6344.342,6202.262000000001,6646.674,9021.246,5393.439000000001,6052.100999999999,8485.22,5513.196999999998,5334.317000000002,2997.0570000000002,7120.3020000000015,8392.531000000003,4430.715999999999,8166.342,4115.857999999999,8780.211000000003,3376.2660000000005,9134.250999999998,9065.096,3630.8680000000004,8431.136000000002,6896.615000000001,4581.258999999999,8199.220000000003,8574.310000000003,9424.685,6003.204,5227.161999999999,9097.711999999998,3727.7110000000007,8863.92,8705.932000000003,8879.938,7064.736999999999,5915.724,7090.234000000001,8970.741000000002,6179.025000000001,7723.534000000001,4088.427,4787.52,3848.118000000001,8258.957000000002,5202.034000000001,8267.848000000002,6710.556000000002,7434.417000000001,8931.540000000003,8194.520000000004,3594.816,7610.982000000003,5020.02,4447.467000000001,8730.167000000001,8886.279000000004,8313.266000000001,7214.399,3928.647000000001,5049.249000000001,8500.625,8455.853,8088.563000000002,4515.988999999999,8219.778000000002,7744.555,8780.211000000003,8304.779,3720.446000000001,8050.0250000000015,8563.743999999999,6074.771000000001,4586.29,8258.957000000002,8082.476,8444.501999999999,8131.892000000002,8541.550999999998,11672.152,11756.472999999996,11363.141999999998,11994.775999999996,10899.324999999997,12350.300999999998,8711.545,9487.910000000002,9418.460999999996,8873.375,10516.345000000003,9343.965000000002,9928.033999999994,9278.704999999998,10056.947999999997,9188.921000000002,10630.422999999999,9936.795,10555.777000000004,7700.1129999999985,8205.654999999999,8510.436,7376.914,4668.809999999999,4446.306,4957.390000000001,5979.124000000002,6987.08,6149.625,2927.055999999999,2279.7729999999992,5817.448,8577.648000000001,9191.336000000003,8647.604000000003,8202.209,10913.298000000008,11676.289000000004,11209.921000000002,13146.108000000004,8227.519000000004,12348.372,11652.662,9919.004000000004,12475.799,10903.826000000003,9788.391000000007,13168.060999999998,13584.039999999997,15068.975000000002,14610.254000000003,28825.785999999996,30393.93599999999,28196.317999999996,27532.179999999993,28034.681,28324.608999999982,27186.477999999977,28258.308,27949.281999999977,26659.151999999995,27930.095999999972,27995.730999999996,27472.299999999996,27176.429999999993,28508.563999999995,24965.39199999998,28686.673000000003,27920.138999999996,6207.833999999999,6608.949,5882.330000000001,5485.616999999999,5036.052,3682.5250000000015,4272.653000000001,3780.1690000000012,3256.042,2290.111,3168.257000000001,4734.727000000001,7412.062999999998,6248.7080000000005,5414.8330000000005,6958.879,8195.525999999998,4154.526000000002,5206.619999999999,7420.037999999999,4994.369000000001,6573.954000000001,6232.8330000000005,5697.072,5912.682000000001,5094.803000000001,6881.642,4605.829000000001,5437.957,7160.471,6551.983,7954.777,6365.074999999999,7663.237000000002,7612.614,6854.183999999999,5997.38,7202.884000000003,7103.827000000001,7190.114000000002,7536.665000000002,6491.796000000001,5432.270999999999,8905.376999999999,10098.741000000002,10098.741000000002,10098.741000000002,10098.741000000002,10098.741000000002,10098.741000000002
L32002,1119.8349999999998,,1181.256,520.287,913.3839999999999,789.7539999999999,11339.753000000002,8347.019,8845.683999999997,8361.125999999998,10091.563999999997,7463.182,6704.643,8843.536999999998,10454.441000000004,10991.762999999999,6794.869999999999,9050.695,10254.755000000001,9003.317000000003,6497.5689999999995,7965.405999999996,8394.713999999996,8678.594000000001,10663.27,13367.383999999995,12345.448000000002,12319.314000000002,12564.486,14239.595999999994,12320.883,13907.600999999993,7054.2609999999995,12274.687999999993,10728.946999999998,12612.283000000003,8253.110999999997,12204.165000000003,13276.531000000004,12818.061000000003,5927.456999999999,9274.512000000002,10723.215,10149.559999999996,10339.803000000002,9562.239,9784.163999999997,11359.238000000001,10136.663999999997,9355.213000000002,10750.833,11781.009,9514.483999999997,11497.399999999998,9183.429000000002,9500.05,10281.931999999997,12874.193000000001,12540.868,11106.417000000001,13232.483999999999,14200.038,14070.316999999994,14495.460999999994,10280.691999999997,10573.690999999995,9772.056999999999,10557.540999999997,10759.787000000002,9349.835000000001,11899.915999999997,9967.21,9285.653,11092.878999999997,8842.458999999999,9875.955999999996,10710.996999999996,11329.795999999998,10189.398000000001,10027.958,10830.481999999998,10892.942000000005,9860.024000000003,9616.878,11871.911999999993,13944.007999999996,15056.051,12965.709999999995,13637.460999999992,13092.992000000002,12555.614000000001,11993.761999999997,14403.180999999993,11959.307999999994,10915.341999999995,13913.053999999995,12188.338999999994,12402.944999999994,14571.789999999997,11960.622,14407.26,11194.784000000001,11273.111999999996,10911.083000000002,14614.108000000002,16341.817000000005,17493.896999999997,15343.271999999999,15601.191999999994,17887.522,18908.672000000002,16792.287,16508.398,15708.784,17565.220999999998,14547.649999999994,13555.895999999995,12054.224999999993,16675.544,10352.003999999999,11000.213999999994,16892.250999999997,10517.861000000004,11377.427000000005,16935.155999999995,9785.548,13548.487999999998,16247.934999999998,10295.841000000002,17307.59899999999,17404.674000000003,17958.686000000005,18739.165999999997,15269.014,14286.456999999999,12441.440999999993,16555.890999999996,11260.837000000005,16551.765,15567.481999999996,13571.126999999995,17903.822999999986,19816.662999999993,16672.656,18418.138999999996,9222.312000000004,8027.454000000001,11107.952000000007,10004.265000000003,10154.459000000003,10203.97,10421.655,9916.707000000002,9668.484,10429.490999999996,10322.543,10141.201,10948.531999999997,9388.646,9530.097000000002,12073.001999999997,10597.478000000001,8491.424999999996,9094.264999999996,12615.273000000003,9415.417999999998,9325.494,9028.28,9338.026,9231.98,9118.377999999999,10022.5,9031.662,8709.807,7697.294999999996,8443.271999999999,8565.821999999996,9247.551999999992,14337.440999999995,13204.525999999998,10399.995999999997,11008.938999999997,10099.746000000003,9815.913000000002,10669.868,10453.747999999996,14137.07,,9497.507,9744.826000000001,13683.359,12405.492000000002,13074.143999999997,13905.296999999995,12465.676999999998,11509.401999999998,16607.611999999997,14621.235999999999,12841.626999999997,12902.134999999998,10220.414999999999,19994.31899999999,19078.365999999995,10852.910999999996,11147.029999999997,11440.223000000002,10714.981999999998,7730.809999999997,10323.390999999996,10490.535999999998,12153.935000000001,12732.965000000004,15037.831999999999,16014.171,17956.38399999999,14738.759000000002,18624.734,10388.298999999999,13148.649,14136.114,7479.152999999998,8875.904,18766.699999999993,10280.691999999997,10365.734999999997,10096.043000000003,13325.818999999998,8441.207999999999,10323.546000000004,17935.530999999995,10537.824999999999,9911.538000000002,8677.281,17835.04,17261.486,18749.605000000003,17466.588,17335.784000000003,15974.291999999994,15847.483999999999,16543.373999999996,19016.297999999995,12843.268999999995,10999.124999999995,11156.244999999997,10686.076000000003,13052.147,12336.448000000002,12215.334999999995,9740.184000000001,7531.966,11713.583999999995,9407.761000000002,12893.685999999994,12236.416000000001,12929.778999999997,17705.593999999986,11048.017000000003,12866.713999999998,13296.431999999992,13421.632,15753.596,15296.446000000002,16850.427,16362.449999999999,8851.447999999993,9155.359,13501.224999999993,12094.811999999994,9075.652,9853.034000000001,10684.242000000002,10557.188000000002,9065.838000000002,10856.422999999995,9094.799999999997,8934.337999999998,11087.838999999994,11496.740999999995,11782.948999999991,9996.363,10689.335000000001,9271.346,9405.35,6847.527000000002,7666.371000000002,7664.532000000002,7270.632000000002,7807.260000000002,6263.665000000002,7100.879000000002,6896.558000000001,6681.203000000001,5687.5689999999995,6471.091,5395.195999999999,5253.116,5697.527999999999,8072.100000000002,4444.293000000001,5102.955,7536.074,4564.0509999999995,4385.170999999999,2047.911,6171.156000000003,7443.385000000001,3481.57,7217.195999999999,3166.712,7831.065000000001,2427.12,8185.105,8115.950000000003,2681.7220000000007,7481.990000000002,5947.469,3632.1130000000003,7250.074000000003,7625.164000000003,8475.538999999999,5054.058,4278.016,8148.566000000002,2778.565,7914.7739999999985,7756.786000000001,7930.792000000001,6115.591,4966.5779999999995,6141.088000000002,8021.595000000002,5229.879,6774.388000000001,3139.2810000000004,3838.374,2898.972,7309.8110000000015,4762.736999999999,7318.702000000001,5761.410000000003,6485.271000000002,7982.394000000001,7245.374000000003,2617.496,6661.836000000002,4070.8740000000003,4008.17,7781.021000000002,7937.1330000000025,7364.120000000002,6265.253,3489.35,4100.103,7551.479,7506.707000000001,7139.417000000001,3566.8430000000008,7270.632000000002,6795.4090000000015,7831.065000000001,7355.633000000002,2771.3,7100.879000000002,7614.598000000001,5125.625,3637.1439999999993,7309.8110000000015,7133.329999999999,7495.356000000002,7182.746000000001,7592.405000000002,11027.602999999997,11111.923999999994,10718.592999999995,11350.226999999993,10254.775999999994,11705.751999999995,8480.506,8843.361,8773.911999999997,8228.826,10296.362000000001,9112.926000000001,9347.653,8634.155999999997,9825.908999999998,8544.372,9985.873999999996,9292.245999999997,10385.431000000004,7529.766999999999,8035.309,8340.09,6732.364999999999,4155.264999999999,4215.266999999999,4312.841,5334.575000000001,6756.040999999999,5918.585999999999,2413.5109999999995,1967.1159999999998,5586.409,8593.394,9207.082000000002,8663.350000000002,8217.955,10929.044000000007,11692.035000000003,10770.624,13161.854000000003,8243.265000000003,12364.117999999999,11668.408,9934.750000000004,12642.47,10919.572000000002,9804.137000000006,12523.511999999995,12939.490999999995,14424.426,13965.705,28655.44,30223.589999999993,28025.971999999998,27361.833999999995,27864.335000000003,28154.262999999984,27016.13199999998,28087.962000000003,27778.93599999998,26488.805999999997,27759.749999999975,27825.385,27301.953999999998,27006.083999999995,28338.217999999997,24795.045999999984,28516.327000000005,27749.792999999998,5438.470999999999,5659.803000000001,4933.184000000001,4536.4710000000005,4086.906,2962.226,3628.1040000000003,3135.6200000000003,2611.493,1645.5619999999997,2523.708,4090.1780000000003,6767.513999999997,5604.159000000001,4770.284000000001,6314.329999999999,7550.976999999997,3420.1579999999994,4437.256999999999,6470.892,4225.005999999999,5624.808000000001,5283.687000000001,4747.926,5268.133000000001,4325.44,6237.092999999999,3668.324,4733.623999999999,6333.151000000001,5907.434,7310.227999999999,5595.711999999999,6714.091000000001,6663.468000000001,5905.0380000000005,5558.082999999999,7218.630000000002,6664.529999999999,7205.8600000000015,7552.411000000001,6052.499,5261.924999999999,7956.231000000002,9321.768999999998,9321.768999999998,9321.768999999998,9321.768999999998,9321.768999999998,9321.768999999998
L32005,2130.156,1181.2559999999999,,855.13,1302.636,1800.075,10758.851000000002,7766.1169999999975,8264.782,7780.223999999999,9510.661999999998,6882.28,6123.741,8262.635,9873.539000000002,10410.860999999997,6213.967999999999,8469.793,9673.853000000001,8422.415,5916.6669999999995,7809.893999999998,8114.020000000002,8097.692000000001,10082.368,13228.392999999993,11764.546000000004,11738.412000000004,11983.584000000003,14100.604999999992,11739.981000000002,13768.609999999991,6473.3589999999995,11759.053000000004,10148.044999999998,12031.381000000003,7672.208999999998,11623.263000000003,12695.629000000004,12237.159000000003,5346.554999999999,8693.610000000002,10142.312999999998,9568.657999999998,9758.901000000002,8981.336999999998,9203.261999999999,10778.336000000001,9555.761999999997,8774.311,10169.931000000002,11200.107,8933.581999999999,10916.497999999996,8602.527,8919.148000000001,9701.029999999999,12293.291,11959.965999999999,10525.515,12651.581999999997,13619.135999999999,13489.414999999992,13914.558999999992,9699.789999999997,9992.788999999997,9191.155,10232.477999999997,10178.885000000004,8768.932999999999,11319.014,9386.307999999999,8704.751000000002,10511.976999999999,8261.556999999999,9295.053999999996,10130.094999999994,10748.894,9608.496,9447.055999999999,10249.579999999996,10312.040000000003,9279.122000000001,9035.975999999999,11291.009999999991,13363.105999999994,14475.148999999998,12384.807999999994,13056.55899999999,12512.090000000002,11974.712000000001,11412.859999999995,13822.278999999995,11378.405999999994,10334.439999999993,13332.151999999996,11607.436999999996,11822.042999999992,13990.887999999995,11379.72,13826.357999999998,10613.882000000001,10692.209999999994,10330.181000000002,14033.206,15760.915000000003,16912.994999999995,14762.369999999997,15020.289999999992,17306.619999999995,18327.769999999997,16211.385000000002,15927.496000000001,15127.882,16984.318999999992,13966.747999999996,12974.993999999993,11473.322999999991,16094.642,9771.101999999997,10419.311999999993,16311.348999999998,9936.959000000003,10796.525000000003,16354.253999999994,9204.645999999999,12967.585999999996,15667.032999999996,9714.939,16726.696999999996,16937.413,17491.425000000003,18324.615,14688.112,13705.554999999997,11860.538999999995,15974.988999999994,10679.935000000003,15970.863000000001,14986.579999999994,12990.224999999997,17322.920999999988,19235.761,16091.754,17837.237,8641.410000000003,7702.3910000000005,10527.050000000005,9423.363000000001,9573.557000000003,9623.067999999997,9840.753,9335.805000000002,9087.582,9848.588999999994,9741.640999999998,9560.298999999997,10367.629999999997,8807.743999999999,8949.195,11492.099999999997,10016.576,8318.129,8817.670999999998,12034.371000000003,9259.905999999995,8744.591999999999,8703.217,9051.515000000001,9124.109999999999,8537.475999999999,9697.437,8450.759999999998,8128.905,7541.7829999999985,8287.759999999998,8363.963000000002,9092.039999999995,13756.538999999997,12623.624,9819.093999999996,10428.036999999995,9518.844000000001,9235.011,10088.965999999999,9872.845999999994,13556.168,,9172.444,9163.924,13102.457,11824.590000000002,12493.241999999998,13324.394999999997,11884.775,10928.499999999998,16026.71,14040.333999999999,12260.724999999999,12321.233,9639.512999999997,19413.416999999994,18497.464,10272.008999999998,10566.127999999999,10859.321000000002,10134.079999999996,7575.298,9742.488999999998,9909.633999999996,11573.033000000001,12152.063000000006,14456.929999999997,15433.268999999998,17375.48199999999,14157.857,18043.831999999995,9807.396999999997,12567.746999999998,13555.211999999998,6898.250999999998,8295.001999999999,18185.797999999988,9699.789999999997,9784.832999999997,9515.141000000001,12744.916999999998,7860.306,9742.644000000004,17354.629,9956.922999999999,9330.636,8096.378999999999,17254.138,16680.584,18168.703,16885.686,16868.523000000005,15393.389999999996,15266.581999999999,15962.472,18435.396,12262.366999999993,10418.222999999993,10575.342999999997,10105.174,12471.245,11755.546000000002,12076.343999999996,9159.282,7206.903,11574.592999999995,8826.859,12312.783999999992,11655.514,12348.876999999995,17124.69199999999,10467.115000000002,12285.811999999996,12715.52999999999,12840.729999999998,15172.693999999998,14715.544,16269.525,15781.547999999997,8695.935999999996,8574.457,13362.233999999991,11513.909999999993,8494.75,9272.132000000001,10103.34,9976.286000000002,8484.936000000002,10275.520999999995,8513.898,8353.436,10506.936999999994,10915.838999999994,11202.046999999993,9415.461,10108.433000000003,8690.444,8824.448,6266.625000000001,7085.469000000001,7083.630000000001,6689.730000000001,7226.358,5682.763000000002,6519.977000000001,6315.656000000001,6100.301000000001,5106.667000000001,5890.189,4814.293999999999,4672.214,5116.625999999999,7491.198000000002,3863.3910000000005,4522.053000000002,6955.172,3983.1490000000013,3804.2689999999984,1467.0090000000002,5590.254000000001,6862.483000000001,2900.6680000000006,6636.293999999999,2585.81,7250.1630000000005,1846.2179999999998,7604.2029999999995,7535.0480000000025,2100.8200000000006,6901.088000000001,5366.567,3051.2110000000007,6669.172000000002,7044.262000000002,7894.636999999999,4473.156,3697.1139999999996,7567.664000000002,2197.663,7333.8719999999985,7175.884000000001,7349.890000000001,5534.689000000002,4385.6759999999995,5560.186000000001,7440.693000000001,4648.977000000001,6193.486,2558.379000000001,3257.4719999999998,2318.0699999999997,6728.909000000001,4623.248,6737.8,5180.508000000002,5904.369000000001,7401.492000000001,6664.472000000003,2602.696,6080.934000000002,3489.9720000000007,3482.0969999999993,7200.119000000001,7356.231000000002,6783.218000000001,5684.351,3474.55,3519.201,6970.577,6925.805000000001,6558.515000000001,2985.941000000001,6689.730000000001,6214.507000000001,7250.1630000000005,6774.731000000002,2190.3979999999997,6519.977000000001,7033.696000000001,4544.723,3056.2419999999993,6728.909000000001,6552.427999999999,6914.4540000000015,6601.844000000001,7011.5030000000015,10888.612,10972.932999999994,10579.601999999995,11211.235999999994,10115.784999999994,11566.760999999997,8843.204000000002,8704.370000000003,8618.399999999998,8089.834999999999,10157.371000000003,9336.960999999998,9208.662000000002,8495.164999999997,10072.924999999997,8405.381,9846.882999999996,9153.254999999997,10520.511999999999,7918.6939999999995,8424.236,8729.017,6593.373999999999,4157.178,4577.964999999999,4173.85,5195.584,6641.75,6281.284,2776.2089999999985,2712.7960000000003,5949.107,8578.594000000001,9192.282000000003,8648.550000000003,8203.155,10914.244000000008,11677.235000000004,10445.561,13147.054000000004,8228.465000000004,12349.318,11653.608,9919.950000000004,12627.67,10904.772000000003,9789.337000000007,12384.520999999997,12800.499999999996,14285.435000000001,13826.714000000002,29044.366999999995,30612.51699999999,28414.898999999994,27750.76099999999,28253.262,28543.189999999984,27405.05899999998,28476.889,28167.86299999998,26877.732999999993,28148.676999999974,28214.311999999994,27690.880999999994,27395.01099999999,28727.144999999993,25183.972999999984,28905.254,28138.719999999994,4857.5689999999995,5078.901000000001,4352.282,3955.569000000001,3506.004000000001,2381.324,3489.1130000000003,2996.6290000000004,2499.8839999999996,1533.953,2057.056,3951.1870000000004,6628.522999999997,5465.168000000001,4631.293000000001,6175.338999999999,7411.985999999997,2839.2560000000003,3856.3550000000005,5889.99,3644.1040000000003,5043.906,4702.785,4167.023999999999,5129.142000000001,3744.538000000001,6098.101999999999,3087.4220000000005,4152.722,5752.249000000001,5380.171,7171.236999999999,5014.8099999999995,6133.189000000001,6082.566000000001,5324.136,5443.897000000001,7203.830000000003,6550.344000000001,7191.060000000002,7537.611000000002,5938.313000000002,5867.969999999999,7375.3290000000015,8740.866999999997,8740.866999999997,8740.866999999997,8740.866999999997,8740.866999999997,8740.866999999997
